parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,GetSupervisorPosition success,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"", node=""10.200.64.17"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-82-abnormal-797d56fbd4-tsrm4"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
10294,10293,10292,10292,4076,48,273,48,48,262,11,48,4076,237,237,237,48,48,48,273,11,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-23 18:50:00,1,1700736600,234.796875,85392.8,1437214.4,85392.8,4.528019902221179,7.599578993334338,1
10301,10303,10303,10303,4077,48,275,48,48,263,12,48,4077,237,237,237,48,48,48,275,12,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 18:52:00,1,1700736720,235.12890625,326855.2,2754752.533333333,326855.2,3.847832120001032,7.136376226668896,1
10318,10319,10319,10319,4092,48,378,48,48,263,115,48,4092,237,237,237,48,48,48,378,115,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 18:54:00,0,1700736840,231.3984375,126199.46666666665,2343549.066666667,126199.46666666665,3.6093901222233806,6.774240996667988,1
10293,10293,10293,10293,4082,48,270,48,48,265,5,48,4082,237,237,237,48,48,48,270,5,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 18:56:00,3,1700736960,233.640625,109095.73333333334,1932870.666666667,109095.73333333334,3.8678913177783323,5.870167070000511,1
10296,10296,10296,10296,4076,48,273,48,48,263,10,48,4076,237,237,237,48,48,48,273,10,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 18:58:00,1,1700737080,231.484375,171836.53333333333,2590728.0,171836.53333333333,4.407037711110509,7.46549200666171,1
10298,10298,10298,10298,4082,48,273,48,48,263,10,48,4082,237,237,237,48,48,48,273,10,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:00:00,0,1700737200,240.24609375,127401.14651379814,2584273.030262632,127401.14651379814,2.966766200063059,6.324470867219977,1
10239,10237,10239,10239,4038,48,272,48,48,261,11,48,4038,238,238,237,48,48,48,272,11,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 19:02:00,2,1700737320,231.25390625,86597.86666666668,1365990.933333333,86597.86666666668,4.31132207111255,8.595351259997793,1
10305,10305,10305,10305,4089,44,277,44,44,263,14,44,4089,237,237,237,44,44,44,277,14,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:04:00,9,1700737440,234.26953125,267016.53333333327,3406584.266666666,267016.53333333327,4.482884317779584,6.428464746665366,1
10221,10221,10221,10221,4055,48,263,48,48,258,5,48,4055,235,235,235,48,48,48,263,5,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 19:06:00,1,1700737560,233.50390625,183035.2,2715310.4,183035.2,3.663205879998309,3.898920356665864,1
10299,10298,10298,10298,4080,48,269,48,48,260,9,48,4080,237,237,237,48,48,48,269,9,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 19:08:00,0,1700737680,239.88671875,202685.6,1538914.4,202685.6,5.573905762220319,8.273071563332147,1
10288,10289,10289,10289,4070,48,277,48,48,261,16,48,4070,237,237,237,48,48,48,277,16,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:10:00,0,1700737800,241.44140625,277131.35621459514,3328613.1289570136,277131.35621459514,3.5629726046858705,7.456484265242287,1
10305,10303,10303,10303,4085,48,280,48,48,266,14,48,4085,237,237,237,48,48,48,280,14,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:12:00,0,1700737920,239.69140625,393033.8666666666,3065815.2,393033.8666666666,4.162838626669125,6.598908089999895,1
10296,10298,10298,10298,4069,48,335,48,48,264,71,48,4069,237,237,237,48,48,48,335,20,28,28,4,4,0,3,3,2,2,2,2,0,2023-11-23 19:14:00,53,1700738040,236.3828125,337448.8,2593988.8,337448.8,4.365858355554842,8.366135526666767,1
10310,10310,10310,10310,4085,48,273,48,48,264,9,48,4085,238,238,238,48,48,48,273,9,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 19:16:00,1,1700738160,239.19921875,251715.73333333328,2918956.8,251715.73333333328,3.587411728888886,7.186762209997445,1
10301,10300,10300,10300,4080,48,270,48,48,263,7,48,4080,237,237,237,48,48,48,270,7,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:18:00,0,1700738280,240.7265625,246083.2,2919458.666666666,246083.2,4.8622651111104975,7.8032195800005875,1
10286,10287,10287,10287,4074,48,272,48,48,264,8,48,4074,238,238,238,48,48,48,272,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:20:00,2,1700738400,241.390625,253518.13333333327,2998279.466666667,253518.13333333327,5.0042244222236665,6.759240750003908,1
10276,10276,10276,10276,4064,48,280,48,48,263,17,48,4064,236,236,236,48,48,48,280,17,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:22:00,0,1700738520,240.25390625,428625.6,2595558.1333333333,428625.6,4.863638777775729,6.1111658700004545,1
10311,10311,10311,10311,4090,48,274,48,48,263,11,48,4090,240,240,239,48,48,48,274,11,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 19:24:00,10,1700738640,241.2109375,235300.0,2669082.933333333,235300.0,6.565248313333237,8.160044879999381,1
10299,10299,10299,10299,4081,48,275,48,48,266,9,48,4081,237,237,236,48,48,48,275,9,30,30,6,6,1,6,6,6,2,2,2,0,2023-11-23 19:26:00,0,1700738760,241.3984375,206306.66666666663,2333270.666666666,206306.66666666663,5.086796299999858,8.360041516668089,1
10297,10297,10297,10297,4081,48,368,48,48,261,107,48,4081,238,238,238,48,48,48,368,107,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:28:00,12,1700738880,232.8359375,218737.3333333333,2500369.066666667,218737.3333333333,5.625022244445669,9.026500280003043,1
10216,10215,10215,10215,4053,48,266,48,48,261,5,48,4053,235,235,235,48,48,48,266,5,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:30:00,0,1700739000,248.8984375,230988.26666666663,2415022.4,230988.26666666663,4.257899122223737,7.026371789997937,1
10306,10304,10304,10304,4088,48,273,48,48,264,9,48,4088,237,237,237,48,48,48,273,9,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 19:32:00,1,1700739120,241.49609375,404863.46666666673,3077060.533333333,404863.46666666673,5.475991491111927,8.629706933334091,1
10276,10279,10279,10279,4069,44,272,44,44,266,6,44,4069,237,237,237,44,44,44,272,6,30,30,6,6,0,6,6,5,2,2,2,0,2023-11-23 19:34:00,12,1700739240,235.51171875,106939.2,1931021.066666667,106939.2,4.4967927111105785,6.647017980000478,1
10284,10282,10282,10282,4070,48,272,48,48,261,11,48,4070,237,237,237,48,48,48,272,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:36:00,1,1700739360,230.9921875,124969.06666666668,2449469.6,124969.06666666668,3.768073297776735,6.864753379995817,1
10308,10306,10306,10306,4085,48,274,48,48,263,11,48,4085,238,238,238,48,48,48,274,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:38:00,0,1700739480,236.6953125,173081.06666666668,2760376.533333333,173081.06666666668,6.1920611266638526,6.943492666669044,1
10294,10297,10297,10297,4080,48,270,48,48,263,7,48,4080,237,237,237,48,48,48,270,7,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:40:00,2,1700739600,233.74609375,129068.26666666663,2423856.0,129068.26666666663,4.338049497778735,6.729343103337063,1
10273,10274,10274,10274,4063,48,274,48,48,266,8,48,4063,237,237,237,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:42:00,0,1700739720,237.0625,136520.0,2747594.666666666,136520.0,4.954547700003281,8.546505063332006,1
10300,10299,10299,10299,4079,48,278,48,48,263,15,48,4079,237,237,237,48,48,48,278,15,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:44:00,0,1700739840,235.23828125,142349.33333333337,2103758.4,142349.33333333337,2.963651386667657,6.177500666666068,1
10294,10295,10295,10295,4073,48,270,48,48,261,9,48,4073,238,238,237,48,48,48,270,9,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 19:46:00,0,1700739960,233.44921875,161057.33333333337,2751467.466666667,161057.33333333337,4.979913835555232,4.981214920001851,1
10303,10303,10303,10303,4082,48,275,48,48,263,12,48,4082,239,239,238,48,48,48,275,12,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 19:48:00,0,1700740080,234.10546875,128435.2,2505280.266666666,128435.2,4.714355753332914,6.7169296166684935,1
10289,10288,10288,10288,4077,48,272,48,48,266,6,48,4077,236,236,236,48,48,48,272,6,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:50:00,0,1700740200,236.29296875,151565.06666666668,3076730.4,151565.06666666668,4.943844122220374,8.63743392666341,1
10314,10315,10315,10315,4083,48,278,48,48,263,15,48,4083,240,240,238,48,48,48,278,15,27,27,3,3,2,3,3,2,2,2,2,0,2023-11-23 19:52:00,1,1700740320,236.19140625,236831.2,2507248.266666666,236831.2,5.3322756088891765,7.248565676666961,1
10300,10298,10298,10298,4080,48,272,48,48,264,8,48,4080,236,236,236,48,48,48,272,8,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 19:54:00,5,1700740440,252.88671875,149178.4,2422640.266666666,149178.4,3.8331376644459354,6.5719914133357324,1
10213,10214,10214,10214,4044,48,267,48,48,258,9,48,4044,237,237,236,48,48,48,267,9,26,26,3,3,1,3,3,3,2,2,2,0,2023-11-23 19:56:00,4,1700740560,245.35546875,118409.33333333331,2308582.933333333,118409.33333333331,2.1723717777786082,9.0807425966644,1
10300,10300,10300,10300,4084,48,272,48,48,266,6,48,4084,236,236,236,48,48,48,272,6,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:58:00,0,1700740680,235.3203125,141316.0,2989708.8,141316.0,3.7014453577770228,7.318510543336742,1
10303,10302,10302,10302,4087,48,270,48,48,263,7,48,4087,238,238,238,48,48,48,270,7,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:00:00,4,1700740800,234.18359375,270006.9333333333,2828737.6,270006.9333333333,4.350560415554759,6.2782475233325385,1
10266,10265,10266,10266,4061,48,276,48,48,263,13,48,4061,236,236,236,48,48,48,276,13,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:02:00,0,1700740920,239.35546875,423916.0,3246767.733333333,423916.0,4.523253942222961,3.7416999766658896,1
10302,10302,10302,10302,4084,48,274,48,48,266,8,48,4084,238,238,238,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:04:00,0,1700741040,232.42578125,72028.8,2195669.8666666667,72028.8,5.3832092711106965,5.695455086661241,1
10289,10290,10290,10290,4071,48,274,48,48,263,11,48,4071,237,237,237,48,48,48,274,11,29,29,4,3,0,3,3,3,2,2,2,0,2023-11-23 20:06:00,7,1700741160,232.5703125,218832.53333333333,2423553.8666666667,218832.53333333333,5.599383317777312,6.43355750333285,1
10287,10287,10287,10287,4073,44,275,44,44,263,12,44,4073,237,237,237,44,44,44,275,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:08:00,9,1700741280,233.53125,142611.46666666667,1626889.066666667,142611.46666666667,4.682799593332068,6.0304619399964094,1
10289,10289,10289,10289,4072,48,269,48,48,264,5,48,4072,240,240,239,48,48,48,269,5,28,28,4,4,0,4,4,3,2,2,2,1,2023-11-23 20:10:00,2,1700741400,239.7578125,228908.0,2907208.0,228908.0,4.766800080000799,7.0025320033285725,1
10318,10318,10318,10318,4090,48,276,48,48,265,11,48,4090,238,238,236,48,48,48,276,11,30,30,6,6,2,6,6,5,2,2,2,0,2023-11-23 20:12:00,3,1700741520,244.015625,226375.73333333328,2904882.666666666,226375.73333333328,4.924250895552785,6.6777832433338835,1
10323,10324,10324,10324,4088,48,329,48,48,264,65,48,4088,241,241,240,48,48,48,329,14,28,28,4,4,1,3,3,3,2,2,2,0,2023-11-23 20:14:00,52,1700741640,237.07421875,218612.26666666663,2343606.933333333,218612.26666666663,4.922298837777312,7.309195673333306,1
10303,10302,10302,10302,4079,48,274,48,48,264,10,48,4079,237,237,237,48,48,48,274,10,28,28,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:16:00,0,1700741760,240.24609375,228809.86666666673,2257794.1333333333,228809.86666666673,5.045274864444057,8.567900369998824,1
10297,10295,10295,10295,4082,48,270,48,48,262,8,48,4082,240,240,237,48,48,48,270,8,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-23 20:18:00,0,1700741880,246.41796875,258538.4,3323723.2,258538.4,4.262281739999405,7.701954143334054,1
10208,10209,10209,10209,4038,48,277,48,48,263,14,48,4038,235,235,235,48,48,48,277,14,29,29,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:20:00,4,1700742000,237.76953125,232623.46666666673,3066056.533333333,232623.46666666673,3.710968633333525,6.9733299166667475,1
10280,10282,10282,10282,4069,48,274,48,48,262,12,48,4069,237,237,237,48,48,48,274,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:22:00,0,1700742120,235.2890625,442712.53333333327,3517508.266666666,442712.53333333327,4.90306653777629,7.421497823337027,1
10305,10304,10304,10304,4080,48,275,48,48,263,12,48,4080,238,238,238,48,48,48,275,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:24:00,0,1700742240,242.359375,148374.13333333333,2096036.8,148374.13333333333,4.816525086668358,6.5982201399977685,1
10303,10303,10303,10303,4078,48,278,48,48,263,15,48,4078,237,237,237,48,48,48,278,15,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:26:00,0,1700742360,239.67578125,256724.53333333327,3799077.333333334,256724.53333333327,5.304545146666189,7.5729913366679575,1
10305,10305,10305,10305,4082,48,274,48,48,266,8,48,4082,238,238,237,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,1,2023-11-23 20:28:00,2,1700742480,241.6640625,185524.0,2077304.8,185524.0,2.1115448022222454,4.9104463799994855,1
10295,10294,10294,10294,4077,48,271,48,48,261,10,48,4077,237,237,237,48,48,48,271,10,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-23 20:30:00,3,1700742600,247.8359375,337978.66666666674,2829040.266666666,337978.66666666674,5.0657450533334565,4.3284410666638,1
10288,10290,10290,10290,4073,48,272,48,48,264,8,48,4073,241,241,238,48,48,48,272,8,28,28,4,4,2,4,4,3,2,2,2,1,2023-11-23 20:32:00,1,1700742720,231.5625,146957.6,2181269.066666667,146957.6,5.031183753336437,7.598402566666968,1
10299,10297,10297,10297,4080,48,273,48,48,263,10,48,4080,239,239,238,48,48,48,273,10,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 20:34:00,0,1700742840,235.4296875,252954.0574781623,3559104.8876441955,252954.0574781623,4.3060603787450535,7.113113506034321,1
10294,10295,10295,10295,4080,48,373,48,48,266,107,48,4080,236,236,236,48,48,48,373,107,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:36:00,0,1700742960,235.43359375,213567.46666666667,2732532.266666666,213567.46666666667,5.369790075557021,6.566211870000795,1
10292,10292,10292,10292,4075,48,278,48,48,263,15,48,4075,239,239,238,48,48,48,278,15,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 20:38:00,0,1700743080,235.27734375,97198.4,1957973.333333333,97198.4,4.780107375554508,5.713148013334527,1
