parseDataReportFlag ok,infra.grpc.invoker,get metadata from header,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,funName=concurrentNoPaging run task end,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,funName=DataCompose,no need or no have tags,parent node is not exist,allNum=<:NUM:>,computeAndCompare same,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,protection for <:*:> have compare <:NUM:>,no page <:*:>,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no <:*:>,msg,Response=<:MAP:>,superiorAndDeputy empty,message,build <:*:> reply,<:ownDeptIDs:>,approve callback start,svc.ApproveCallback failed,approve status error,<:query signature:>,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,query ge<:updateFanweiEmployee failed:>,not find dictionary type=<:NUM:>,Dao.GetSession,<:deptLeaderManageDeptIDs:>,<:listManageOrgReq:>,error occurred in <:NewAccessRequest:>,token check failed,protection for <:*:> done,GetSupervisorPosition success,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,no api page resources,parent deptIDs=[<:SEQ:>],callback status error,sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:YID:>,check failed,protection.ComputeAndDiff failed,<:*:> started successfully,ykmsyid <:*:> start kms,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:tagID:>,<:listReq:>,GrpcDataReportInterceptor parse methodSet: <:MAP:>,loadKdConfig success,len(deptYids)=<:NUM:>,len(allDeptMembers)=<:NUM:>,get other dutyCommittee backup employee success,AuthSessionVali<:updateFanweiEmployee failed:>,Dao.NewSession,Login(totp verify) success,"""userID"":""<:SEQ:>""",SendWeChatMarkdownMsg failed,Sending login weChat markdown messag<:updateFanweiEmployee failed:>,ok: true [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,[GetAuthorizedEmp] getAllEmp success count=<:NUM:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,version,ykms addr: ykms://yid@ykms:<:NUM:>,ykmsyid DefaultDEK.Error rpc error: code = Unknown desc = <:NUM:>-the kek(name:yid:<:id:>xx,captcha is using redis store,NewRedisStore use GoRediStore,Init noeq success,yos init success,ymsg init success,cuid init success,s.cfg.Prometheus.Interval=<:NUM:>,yid grpc ListFieldValues failed,timestamp
5127,5127,5127,5128,2032,23,181,23,23,176,23,119,119,119,0,2032,5,23,23,0,23,0,0,0,181,5,58,58,0,0,0,0,0,18,0,2,0,0,2,2,2,48,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:48:00
5143,5143,5143,5143,2037,23,151,23,23,143,23,118,118,118,0,2037,8,23,23,0,23,0,0,0,151,8,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:50:00
5128,5128,5128,5127,2028,24,153,24,24,147,24,118,118,118,0,2028,6,24,24,0,24,0,0,0,153,6,29,29,0,0,0,0,0,5,0,5,0,0,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:52:00
5137,5139,5137,5137,2031,24,250,24,24,144,24,119,119,119,0,2031,106,24,24,0,24,0,0,0,250,106,26,26,0,0,0,0,6,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:54:00
5140,5140,5140,5140,2035,24,152,24,24,144,24,118,118,118,0,2035,8,24,24,0,24,0,0,0,152,8,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:56:00
5092,5092,5092,5092,2015,24,150,24,24,144,24,118,118,118,0,2015,6,24,24,0,24,0,0,0,150,6,27,27,0,0,0,0,10,3,0,3,0,0,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 14:58:00
5151,5151,5151,5152,2041,24,153,24,24,145,24,118,118,118,0,2041,8,24,24,0,24,0,0,0,153,8,28,28,0,0,0,0,5,4,0,4,0,0,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:00:00
5153,5152,5153,5152,2036,24,160,24,24,145,24,119,119,119,0,2036,15,24,24,0,24,0,0,0,160,15,27,27,0,0,0,0,0,3,0,3,0,0,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:02:00
5146,5146,5146,5147,2036,24,153,24,24,144,24,118,118,118,0,2036,9,24,24,0,24,0,0,0,153,9,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:04:00
5140,5140,5140,5139,2037,24,152,24,24,144,24,118,118,118,0,2037,8,24,24,0,24,0,0,0,152,8,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:06:00
5137,5137,5137,5138,2033,24,152,24,24,146,24,120,120,119,0,2033,6,24,24,0,24,0,0,0,152,6,29,29,0,0,0,0,0,5,1,5,0,0,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:08:00
5141,5141,5141,5140,2030,24,152,24,24,144,24,120,120,118,0,2030,8,24,24,0,24,0,0,0,152,8,26,26,0,0,0,0,0,2,2,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:10:00
5158,5158,5158,5159,2040,24,162,24,24,145,24,119,119,119,0,2040,17,24,24,0,24,0,0,0,162,17,27,27,0,0,0,0,4,3,0,3,0,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:12:00
5146,5146,5146,5147,2039,24,152,24,24,144,24,118,118,118,0,2039,8,24,24,0,24,0,0,0,152,8,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:14:00
5149,5149,5149,5147,2041,24,153,24,24,147,24,118,118,118,0,2041,6,24,24,0,24,0,0,0,153,6,29,29,0,0,0,0,1,5,0,5,0,0,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:16:00
5156,5156,5156,5156,2045,24,152,24,24,144,24,120,120,119,0,2045,8,24,24,0,24,0,0,0,152,8,26,26,0,0,0,0,15,2,1,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:18:00
5142,5142,5142,5143,2035,24,151,24,24,144,24,118,118,118,0,2035,7,24,24,0,24,0,0,0,151,7,26,26,0,0,0,0,11,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:20:00
5128,5128,5128,5128,2030,23,151,23,23,145,23,119,119,119,0,2030,6,23,24,0,23,0,0,0,151,6,28,28,0,0,0,0,0,4,0,4,0,0,4,4,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:22:00
5095,5095,5095,5094,2015,23,151,23,23,144,23,119,119,118,0,2015,7,23,22,0,23,0,0,0,151,7,27,27,0,0,0,0,0,3,1,3,0,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:24:00
5136,5136,5136,5136,2032,24,151,24,24,144,24,118,118,118,0,2032,7,24,24,0,24,0,0,0,151,7,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:26:00
5153,5153,5153,5153,2041,24,152,24,24,144,24,120,120,119,0,2041,8,24,24,0,24,0,0,0,152,8,27,27,0,0,0,0,0,3,1,3,0,0,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:28:00
5140,5140,5140,5140,2034,24,154,24,24,146,24,118,118,118,0,2034,8,24,24,0,24,0,0,0,154,8,28,28,0,0,0,0,0,4,0,4,0,0,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:30:00
5147,5147,5147,5148,2039,24,152,24,24,145,24,120,120,119,0,2039,7,24,24,0,24,0,0,0,152,7,27,27,0,0,0,0,0,3,1,3,0,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:32:00
5133,5133,5133,5132,2030,24,150,24,24,144,24,119,119,118,0,2030,6,24,24,0,24,0,0,0,150,6,26,26,0,0,0,0,10,2,1,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:34:00
5142,5142,5142,5142,2037,24,148,24,24,143,24,118,118,118,0,2037,5,24,24,0,24,0,0,0,148,5,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:36:00
5134,5134,5134,5134,2034,24,150,24,24,147,24,119,119,119,0,2034,3,24,24,0,24,0,0,0,150,3,29,29,0,0,0,0,0,5,0,5,0,0,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:38:00
5147,5147,5147,5147,2033,24,157,24,24,144,24,118,118,118,0,2033,13,24,24,0,24,0,0,0,157,13,26,26,0,0,0,0,0,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:40:00
5137,5137,5137,5137,2032,24,153,24,24,144,24,120,120,119,0,2032,9,24,24,0,24,0,0,0,153,9,27,27,0,0,0,0,0,3,1,3,0,0,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:42:00
5147,5147,5147,5147,2040,24,155,24,24,144,24,118,118,118,0,2040,11,24,24,0,24,0,0,0,155,11,26,26,0,0,0,0,4,2,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:44:00
5135,5137,5135,5135,2035,24,149,24,24,146,24,119,119,118,0,2035,3,24,24,0,24,0,0,0,149,3,28,28,0,0,0,0,2,4,1,4,0,0,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:46:00
5136,5136,5136,5136,2033,24,149,24,24,145,24,119,119,119,0,2033,4,24,24,0,24,0,0,0,149,4,27,27,0,0,0,0,10,3,0,3,0,0,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-15 15:48:00
