parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,msg,no need compute team member perm,Response=<:MAP:>,message,approve callback start,svc.ApproveCallback failed,approve status error,superiorAndDeputy empty,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,strconv.ParseIn<:updateFanweiEmployee failed:>,getBackupEm<:updateFanweiEmployee failed:>,callback status error,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", node=""10.200.67.230"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-d7664fd98-xxn9b"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","(1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_code=~""Unknown|OK"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",biz_code=""6000"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m]) or vector(0))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_method=~""ListFieldValues|ListPermResource|CheckUserOperatePage|ListAuthZResources""}[1m])))*100","sum(rate(std_requests_total{job=""be/yid"",code=~""2.."",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b""}[1m]))","sum(rate(std_requests_total{job=""be/yid"",code=~""4.."",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", grpc_code=""OK""}[1m]))","sum( increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", grpc_code=""Unknown""}[1m]))","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)","1- ((sum(increase(std_requests_total{job=""be/yid"",code=""200"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"", bizcode=""6000""}[1m]) or increase(std_requests_total{job=""be/yid"",environment=""rc"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",code=~""5..""}[1m]))  or  vector(0)) /  sum(increase(std_requests_total{job=""be/yid"",instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"",environment=""rc""}[1m])))","sum(rate(std_grpc_server_handled_total{job=""be/yid"", grpc_code=""OK"", instance=""yid-k8s-aiops-81-d7664fd98-xxn9b"" ,grpc_method=~""GetEmployee|ListEmployee|GetDepartment|ListDepartment|GetTeam|ListTeam|ListSupervisor|IsDeptLeader|GetDepartTree|GetEmployeeDepartTree|ListUserNameByEmpID|ListAuthZTeamsByUserName|ListWeChatDeptIDByDeptID|ListJiesuanBusinessDeptMember|ListAllInternalEmployees|IsEmployeeBelongToDept|ListApproveAuthEmp|ListApproveAuthDept|ListApproveBackupEmp""}[1m]))",target_metric
5212,5212,5212,5212,2041,24,213,24,145,2041,68,24,119,119,119,24,24,213,68,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:36:00,0,1702823760,256.9375,1946093.066666667,2848807.2,1946093.066666667,7.062875195551897,18.432812329992885,100,0.0,0.2000254577855364,2605.4225083192405,0.0,1,1.0,0.5637081083046934,0.3273143854672413
5186,5184,5184,5184,2027,24,215,24,148,2027,67,24,119,119,119,24,24,215,67,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 22:38:00,0,1702823880,257.09765625,2823008.0,3994893.6,2823008.0,11.207646422214262,8.65805039332675,100,0.018182148766341208,0.2000036364297533,2580.0469099438174,0.0,1,0.9166666666666666,0.527282314223895,0.3272786777941417
5175,5176,5176,5176,2012,24,223,24,144,2012,79,24,121,121,121,24,24,223,79,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:40:00,0,1702824000,259.16015625,1541142.133333333,2050761.066666667,1541142.133333333,9.905257928880424,14.880721153337314,100,0.054547438088657765,0.20000727299174512,2600.821848067202,0.0,1,0.7857142857142857,0.8727590094185242,0.32728462853194656
5178,5179,5179,5179,2020,24,223,24,145,2020,78,24,119,119,119,24,24,223,78,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 22:42:00,0,1702824120,270.296875,2260597.213890556,3113481.303739252,2260597.213890556,9.692833040064363,16.59921476706313,100,0.0727391755014457,0.20003273262897564,2602.2440035642194,0.0,1,0.7333333333333334,0.7637613427651798,0.3273262897565056
5161,5162,5161,5161,2022,24,196,24,144,2022,52,24,118,118,118,24,24,196,52,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:44:00,0,1702824240,266.1171875,1912287.4666666663,2866176.0,1912287.4666666663,9.937733200010069,14.9100211399976,100,0.0,0.20001090968598287,2586.686546538903,0.0,1,1.0,0.4909358692292306,0.3272905794861538
5219,5219,5219,5219,2035,24,234,24,149,2035,85,24,119,119,119,24,24,234,85,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 22:46:00,0,1702824360,268.2734375,2564591.733333333,3655775.466666667,2564591.733333333,10.910942786657767,16.811647036665818,100,0.07272859506536483,0.2000036364297533,2618.229422353133,0.0,1,0.7333333333333334,0.8181966944853544,0.3272786777941417
5190,5213,5190,5190,2025,24,219,24,144,2025,75,24,119,119,119,24,24,219,75,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:48:00,0,1702824480,258.5,2467867.2,3563780.0,2467867.2,9.600437208896944,19.058999570018692,100,0.05454644629902362,0.2000036364297533,2588.774341351661,0.0,1,0.7857142857142857,0.5818287605229187,0.3272786777941417
5214,5214,5214,5214,2037,24,227,24,146,2037,81,24,118,118,118,24,24,227,81,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 22:50:00,0,1702824600,260.68359375,2547767.2,3648004.266666666,2547767.2,9.9557487155673,18.136914243344414,100,0.018183471224656786,0.20001818347122466,2611.873806709701,0.0,1,0.9166666666666666,0.8000727338848985,0.3273024820438221
5178,5176,5176,5176,2022,24,213,24,147,2022,66,24,118,118,118,24,24,213,66,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 22:52:00,0,1702824720,258.79296875,2725202.1333333333,4139426.933333333,2725202.1333333333,15.337891475565913,23.77805542331771,100,0.0,0.2000036364297533,2582.228767795778,0.0,1,1.0,0.6727395043546246,0.3272786777941417
5188,5186,5186,5186,2031,24,205,24,144,2031,61,24,119,119,119,24,24,205,61,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:54:00,0,1702824840,257.3125,2343077.6,3383078.1333333333,2343077.6,14.313180062227831,21.86825575001421,100,0.054545454545454536,0.2,2589.818181818182,0.0,1,0.7857142857142857,0.4727272727272727,0.3272727272727272
5135,5137,5137,5137,2005,24,210,24,145,2005,65,24,117,117,117,24,24,210,65,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 22:56:00,0,1702824960,263.73828125,2258237.066666667,3297851.2,2258237.066666667,11.655281082219314,13.146339773326568,100,0.0545514056078845,0.20002182056224316,2579.190457140779,0.0,1,0.7857142857142857,0.436411244863076,0.327308433647307
5161,5163,5163,5163,2015,24,205,24,143,2015,62,24,119,119,119,24,24,205,62,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 22:58:00,0,1702825080,259.66015625,2143711.733333333,3212528.8,2143711.733333333,15.419389542221325,23.32923711665596,100,0.0,0.2001346360278733,2585.011735167295,0.0,1,1.0,0.5640157924421884,0.3274930407728836
5181,5181,5181,5181,2021,22,225,22,148,2021,77,22,118,118,118,22,22,225,77,31,31,0,22,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 23:00:00,0,1702825200,265.8125,1490854.133333333,2237232.8,1490854.133333333,5.364571068898335,9.031760710010227,100,0.054543471146503764,0.19999272753718048,2598.4509654194394,0.0,1,0.7857142857142857,0.7817897530998873,0.3272608268790226
5164,5166,5164,5164,2014,24,313,24,144,2014,169,24,119,119,119,24,24,313,169,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:02:00,0,1702825320,251.71875,2084979.4666666663,3269592.0,2084979.4666666663,11.813532557781501,16.051494283334858,100,0.054545454545454536,0.2,2593.090909090909,0.0,1,0.7857142857142857,0.6909090909090909,0.3272727272727272
5181,5180,5180,5180,2032,24,301,24,145,2032,156,24,118,118,118,24,24,301,156,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 23:04:00,0,1702825440,260.9375,2821059.733333333,4413229.066666666,2821059.733333333,10.981920851109962,14.093965686649124,100,0.0,0.1999890915040998,2588.586077123066,0.0,1,1.0,0.5272439685108086,0.32725487700670874
5169,5168,5168,5168,2023,24,205,24,147,2023,58,24,119,119,119,24,24,205,58,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 23:06:00,0,1702825560,258.51953125,2219541.6,3276438.1333333333,2219541.6,12.78811341555815,19.266955590016245,100,0.0,0.2000036364297533,2586.592483499701,0.0,1,1.0,0.4909180166912126,0.3272786777941417
5145,5144,5144,5144,2014,24,199,24,145,2014,54,24,118,118,118,24,24,199,54,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 23:08:00,0,1702825680,256.51171875,2542509.6,3893185.6,2542509.6,14.642106657766918,15.027432899999745,100,0.054543471146503764,0.19999272753718048,2585.3605323442785,0.0,1,0.7857142857142857,0.6363404967092107,0.3272608268790226
5162,5165,5165,5165,2015,24,208,24,144,2015,64,24,119,119,119,24,24,208,64,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:10:00,0,1702825800,257.08203125,1457450.2315971875,2201531.007364457,1457450.2315971875,11.55809448276335,16.36325582990202,100,0.05454446282794858,0.1999963637024781,2587.589316557881,0.0,1,0.7857142857142857,0.5454446282794858,0.3272667769676915
5173,5173,5173,5173,2017,24,220,24,144,2017,76,24,118,118,118,24,24,220,76,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 23:12:00,0,1702825920,265.89453125,2589411.733333333,4027962.4,2589411.733333333,11.9458014888773,16.813133230001164,100,0.018182479362885917,0.20000727299174512,2582.275719117059,0.0,1,0.9166666666666666,0.6545692570638931,0.32728462853194656
5195,5195,5195,5195,2032,24,216,24,148,2032,68,24,119,119,119,24,24,216,68,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 23:14:00,0,1702826040,250.859375,2725343.733333333,3825132.8,2725343.733333333,7.264979160002744,21.41106397333109,100,0.05444646098003629,0.1996370235934664,2569.872958257713,0.0,1,0.7857142857142857,0.0,0.32667876588021777
5174,5174,5174,5174,2012,24,227,24,144,2012,83,24,118,118,118,24,24,227,83,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 23:16:00,0,1702826160,255.85546875,2474225.8666666667,3686744.266666666,2474225.8666666667,13.19633509333168,20.147736933334574,100,0.07272991745154367,0.20000727299174512,2545.1834612167713,0.0,1,0.7333333333333334,0.0,0.32728462853194656
5147,5146,5146,5146,2025,24,179,24,144,2025,35,24,118,118,118,24,24,179,35,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:18:00,0,1702826280,256.92578125,2073652.0,2954713.6,2073652.0,11.262946379995105,16.524879529994603,100,0.0,0.2000036364297533,2568.0466917580325,0.0,1,1.0,0.036364297532682416,0.3272786777941417
5135,5135,5135,5135,2011,24,202,24,147,2011,55,24,117,117,117,24,24,202,55,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 23:20:00,0,1702826400,257.51171875,2564452.266666666,3608148.0,2564452.266666666,9.074500688891726,14.073795806665053,100,0.0,0.1999963637024781,2607.2253231759423,0.0,1,1.0,0.6908965291540153,0.3272667769676915
5173,5173,5173,5173,2018,24,216,24,144,2018,72,24,119,119,119,24,24,216,72,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:22:00,0,1702826520,254.70703125,1431091.4666666666,2107413.066666667,1431091.4666666666,11.0664593577773,19.16166332666762,100,0.05454148789178969,0.19998545560322886,2573.267398734637,0.0,1,0.7857142857142857,0.527234382953967,0.3272489273507381
5191,5192,5192,5192,2027,22,220,22,145,2027,75,22,119,119,119,22,22,220,75,27,27,0,22,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:24:00,0,1702826640,254.50390625,2854483.466666667,4108634.666666666,2854483.466666667,11.558275333340536,21.79492551666044,100,0.05456231926231745,0.20006183729516397,2604.805121583034,0.0,1,0.7857142857142857,0.7820599094265501,0.32737391557390466
5163,5162,5162,5162,2018,24,208,24,144,2018,64,24,118,118,118,24,24,208,64,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 23:26:00,0,1702826760,254.0625,2315900.0,3484512.266666666,2315900.0,11.10717331555659,10.504487196667467,100,0.0,0.2000036364297533,2593.138057055583,0.0,1,1.0,0.6909216531209659,0.3272786777941417
5195,5196,5196,5196,2031,24,218,24,148,2031,70,24,118,118,118,24,24,218,70,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 23:28:00,0,1702826880,259.71484375,2681626.666666666,3878803.7333333325,2681626.666666666,11.343114848892178,16.085829603349946,100,0.054545454545454536,0.2,2600.7272727272725,0.0,1,0.7857142857142857,0.6181818181818179,0.3272727272727272
5187,5186,5186,5186,2028,24,211,24,145,2028,66,24,118,118,118,24,24,211,66,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 23:30:00,0,1702827000,255.03125,2408154.1333333333,3619318.4,2408154.1333333333,11.793235684437807,7.214041430003513,100,0.05454446282794858,0.1999963637024781,2600.6799876365885,0.0,1,0.7857142857142857,0.7272595043726479,0.3272667769676915
5181,5182,5182,5182,2017,24,227,24,144,2017,83,24,119,119,119,24,24,227,83,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:32:00,0,1702827120,265.3515625,3091377.8666666667,4715955.466666667,3091377.8666666667,10.772186193337095,14.627518656658747,100,0.0,0.2,2609.454545454545,0.0,1,1.0,0.9636363636363636,0.3272727272727272
5162,5160,5160,5160,2013,24,215,24,147,2013,68,24,119,119,119,24,24,215,68,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 23:34:00,0,1702827240,252.2578125,2253787.733333333,3229313.066666667,2253787.733333333,11.473504602213831,17.711748796670392,100,0.0,0.1999963637024781,2577.77131324885,0.0,1,1.0,0.5818076034981182,0.3272667769676915
5171,5173,5173,5173,2016,24,218,24,144,2016,74,24,118,118,118,24,24,218,74,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:36:00,0,1702827360,267.17578125,2685632.266666666,3902189.866666666,2685632.266666666,11.213909397774842,16.06446601334028,100,0.05454446282794858,0.1999963637024781,2596.316430610353,0.0,1,0.7857142857142857,0.7090780167633316,0.3272667769676915
5190,5190,5190,5190,2029,24,213,24,145,2029,68,24,120,120,120,24,24,213,68,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 23:38:00,0,1702827480,256.87109375,2594002.933724497,3754975.5967462333,2594002.933724497,7.673591638874061,20.078994502586237,100,0.07272727272727272,0.2,2596.363636363636,0.0,1,0.7333333333333334,0.6181818181818179,0.3272727272727272
5168,5168,5168,5168,2027,24,194,24,145,2027,49,24,119,119,119,24,24,194,49,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:40:00,0,1702827600,270.2578125,2524927.733333333,3742653.866666666,2524927.733333333,13.116767626666439,19.46079259001029,100,0.0,0.20032780914223272,2587.506829357129,0.0,1,1.0,0.4735020943361865,0.32780914223274443
5113,5113,5113,5113,1991,24,217,24,145,1991,72,24,117,117,117,24,24,217,72,30,30,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 23:42:00,0,1702827720,252.73828125,2420362.666666666,3467153.8666666667,2420362.666666666,11.701838048886405,20.549403669986837,100,0.07272727272727272,0.2,2590.909090909091,0.0,1,0.7333333333333334,0.6909090909090909,0.3272727272727272
5167,5166,5166,5166,2022,24,204,24,144,2022,60,24,118,118,118,24,24,204,60,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:44:00,0,1702827840,271.3828125,2529987.932126546,3659110.9777644426,2529987.932126546,12.980518525173233,18.07878135479607,100,0.054543471146503764,0.19999272753718048,2577.724446383768,0.0,1,0.7857142857142857,0.5090723973673684,0.3272608268790226
5205,5206,5206,5206,2038,24,213,24,146,2038,67,24,120,120,120,24,24,213,67,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 23:46:00,0,1702827960,270.79296875,2487210.4,3547563.2,2487210.4,13.529951168893604,16.981235496665853,100,0.018182479362885924,0.2000072729917452,2610.640386923161,0.0,1,0.9166666666666666,0.7091166951525509,0.3272846285319467
5196,5196,5196,5196,2030,24,217,24,147,2030,70,24,118,118,118,24,24,217,70,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 23:48:00,0,1702828080,264.13671875,1439877.866666667,2023693.066666667,1439877.866666667,10.510627597767677,11.110103096677143,100,0.0,0.20000727299174512,2605.1856431142946,0.0,1,1.0,0.6909342157896651,0.32728462853194656
5195,5195,5195,5195,2026,22,226,22,146,2026,80,22,119,119,119,22,22,226,80,28,28,0,22,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 23:50:00,0,1702828200,257.73828125,2543906.933333333,3664941.333333334,2543906.933333333,7.1251221911128,20.148932263352133,100,0.07272727272727272,0.2,2587.636363636363,0.0,1,0.7333333333333334,0.6727272727272726,0.3272727272727272
5191,5191,5191,5191,2026,24,223,24,144,2026,79,24,118,118,118,24,24,223,79,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:52:00,0,1702828320,252.46484375,2140936.266666666,3028068.266666666,2140936.266666666,12.136787875545757,7.277862683331477,100,0.054547438088657765,0.2000072729917452,2598.639950543656,0.0,1,0.7857142857142857,0.727299174515437,0.3272846285319467
5185,5185,5185,5185,2031,24,202,24,144,2031,58,24,119,119,119,24,24,202,58,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:54:00,0,1702828440,256.87109375,2647777.6,3903592.8,2647777.6,9.094844980006911,14.254262460017346,100,0.0,0.2000036364297533,2599.683630611466,0.0,1,1.0,0.5091001654575538,0.3454608265604829
5175,5176,5175,5175,2020,24,215,24,148,2020,67,24,118,118,118,24,24,215,67,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 23:56:00,0,1702828560,265.515625,2869941.6,4220907.466666667,2869941.6,14.711260842224064,19.94609892666631,100,0.05454148789178969,0.19998545560322886,2598.35648316486,0.0,1,0.7857142857142857,0.7272198385571957,0.3272489273507381
5180,5179,5179,5179,2032,24,199,24,145,2032,54,24,118,118,118,24,24,199,54,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 23:58:00,0,1702828680,258.23046875,2607571.733333333,3948875.2,2607571.733333333,7.294190124440421,14.487534633347723,100,0.05454446282794858,0.1999963637024781,2584.316648788204,0.0,1,0.7857142857142857,0.3818112397956401,0.3272667769676915
5178,5179,5179,5179,2027,24,207,24,145,2027,62,24,118,118,118,24,24,207,62,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 00:00:00,0,1702828800,259.26953125,2891555.2,4079636.8,2891555.2,11.529431497781642,22.003769066674675,100,0.0,0.2000036364297533,2595.319914907544,0.0,1,1.0,0.5454644629902362,0.3272786777941417
5184,5184,5184,5184,2011,24,338,24,147,2011,191,24,118,118,118,24,24,338,191,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 00:02:00,0,1702828920,257.2421875,2797897.839423846,4038217.1245665513,2797897.839423846,5.743736025149668,20.053261266351225,100,0.0,0.2000036364297533,2583.319696721758,0.0,1,1.0,0.709103801887307,0.3272786777941417
5154,5154,5154,5154,2011,24,221,24,145,2011,76,24,118,118,118,24,24,221,76,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 00:04:00,0,1702829040,258.96875,2130584.0,3008573.066666667,2130584.0,12.04926602222258,15.241246169995673,100,0.05454942177612917,0.2000145465124736,2603.0984071568837,0.0,1,0.7857142857142857,0.7455087642737653,0.327296530656775
5166,5163,5163,5163,2017,24,216,24,143,2017,73,24,118,118,118,24,24,216,73,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 00:06:00,0,1702829160,257.34765625,2728212.266666666,4003546.1333333324,2728212.266666666,12.55954049999774,15.882083483326518,100,0.054543471146503764,0.19999272753718048,2586.451401767208,0.0,1,0.7857142857142857,0.6727028108068798,0.3272608268790226
5146,5148,5148,5148,2013,24,205,24,145,2013,60,24,117,117,117,24,24,205,60,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 00:08:00,0,1702829280,251.015625,2221271.466666667,3376243.2,2221271.466666667,11.723398642223199,18.0357518766444,100,0.0,0.2000072729917452,2556.0929488345027,0.0,1,1.0,0.3272846285319467,0.3272846285319467
5169,5170,5170,5170,2023,24,207,24,147,2023,60,24,118,118,118,24,24,207,60,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-18 00:10:00,0,1702829400,256.6015625,1208695.2,1914142.4,1208695.2,9.116130404436262,17.631320850002037,100,0.054543471146503764,0.19999272753718048,2589.724010035999,0.0,1,0.7857142857142857,0.5454347114650376,0.3272608268790226
5184,5183,5183,5183,2026,24,215,24,145,2026,70,24,118,118,118,24,24,215,70,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-18 00:12:00,0,1702829520,257.52734375,2118273.8666666667,3251150.933333333,2118273.8666666667,14.810917171109596,22.97843595665957,100,0.07272859506536483,0.2000036364297533,2581.137838869797,0.0,1,0.7333333333333334,0.5818287605229187,0.3272786777941417
5196,5196,5196,5196,2034,24,206,24,145,2034,61,24,119,119,119,24,24,206,61,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 00:14:00,0,1702829640,266.41796875,2411541.6,3636432.8,2411541.6,10.133419642224908,15.833013776670365,100,0.0,0.2000036364297533,2565.8648339060715,0.0,1,1.0,0.09091074383170604,0.3272786777941417
5184,5183,5183,5183,2033,23,206,23,148,2033,58,23,118,118,118,23,22,206,58,31,31,0,23,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-18 00:16:00,0,1702829760,255.30859375,1775332.5333333334,2739393.6,1775332.5333333334,7.250858831102959,13.487365529993742,100,0.01818181818181818,0.2,2564.7272727272725,0.0,1,0.9166666666666666,0.0,0.3272727272727272
5168,5168,5168,5168,2024,23,197,23,144,2024,53,23,118,118,118,23,24,197,53,27,27,0,23,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 00:18:00,0,1702829880,257.87890625,1506551.7333333334,2195212.0,1506551.7333333334,6.463026913342117,24.949620623350107,100,0.054545454545454536,0.2,2563.6363636363635,0.0,1,0.7857142857142857,0.0,0.3272727272727272
5186,5188,5188,5188,2028,24,208,24,145,2028,63,24,120,120,120,24,24,208,63,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 00:20:00,0,1702830000,256.53515625,1286664.5333333334,1944573.066666667,1286664.5333333334,6.734253891109903,14.986711633343171,100,0.054543471146503764,0.19999272753718048,2576.633576960837,0.0,1,0.7857142857142857,0.4908912403185339,0.3272608268790226
5225,5224,5224,5224,2035,24,243,24,146,2035,97,24,119,119,119,24,24,243,97,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-18 00:22:00,0,1702830120,253.9453125,2953548.636575772,4074370.8247216484,2953548.636575772,10.847406215968112,8.192009300612025,100,0.0,0.1999745486938026,2635.3009616957847,0.0,1,1.0,0.9271547257621756,0.3272310796807679
5178,5178,5178,5178,2021,24,222,24,148,2021,74,24,118,118,118,24,24,222,74,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-18 00:24:00,0,1702830240,255.70703125,2261608.533333333,3477565.333333333,2261608.533333333,10.588568997773107,21.5826388233351,100,0.0727365301038314,0.20002545778553632,2571.600021820959,0.0,1,0.7333333333333334,0.5455239757787355,0.3273143854672413
5201,5202,5202,5202,2032,24,214,24,144,2032,70,24,120,120,120,24,24,214,70,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-18 00:26:00,0,1702830360,265.29296875,2913661.066666667,4206088.0,2913661.066666667,14.456371935553355,20.950758573332376,100,0.054545454545454536,0.2,2613.818181818182,0.0,1,0.7857142857142857,0.6727272727272726,0.34545454545454546
