parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,GetSupervisorPosition success,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
10286,10287,10287,10287,4074,48,272,48,48,264,8,48,4074,238,238,238,48,48,48,272,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:20:00,2,1700738400,268.46875,4990443.2,4333795.466666667,4990443.2,19.521664953321707,17.845532870002593,1
10276,10276,10276,10276,4064,48,280,48,48,263,17,48,4064,236,236,236,48,48,48,280,17,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:22:00,0,1700738520,253.23046875,4560481.946991165,4072978.5630938485,4560481.946991165,15.923360304509226,20.636726051005756,1
10311,10311,10311,10311,4090,48,274,48,48,263,11,48,4090,240,240,239,48,48,48,274,11,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 19:24:00,10,1700738640,261.859375,4359543.2,4008449.866666666,4359543.2,16.170459520007068,25.961592236659875,1
10299,10299,10299,10299,4081,48,275,48,48,266,9,48,4081,237,237,236,48,48,48,275,9,30,30,6,6,1,6,6,6,2,2,2,0,2023-11-23 19:26:00,0,1700738760,260.015625,4664710.133333334,4409871.466666667,4664710.133333334,14.088987919999962,23.405953946664038,1
10297,10297,10297,10297,4081,48,368,48,48,261,107,48,4081,238,238,238,48,48,48,368,107,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:28:00,12,1700738880,268.6796875,4436394.347420344,4028638.581522464,4436394.347420344,16.400255810331714,21.27572515331904,1
10216,10215,10215,10215,4053,48,266,48,48,261,5,48,4053,235,235,235,48,48,48,266,5,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:30:00,0,1700739000,267.0625,4988438.666666667,4663866.933333334,4988438.666666667,15.291331728884769,20.513088736649173,1
10306,10304,10304,10304,4088,48,273,48,48,264,9,48,4088,237,237,237,48,48,48,273,9,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 19:32:00,1,1700739120,277.74609375,4474817.329820232,3904442.3840176105,4474817.329820232,17.277634508457574,23.88351452156065,1
10276,10279,10279,10279,4069,44,272,44,44,266,6,44,4069,237,237,237,44,44,44,272,6,30,30,6,6,0,6,6,5,2,2,2,0,2023-11-23 19:34:00,12,1700739240,259.03125,3998612.8,3525995.466666667,3998612.8,16.23810397333323,26.958327116662986,1
10284,10282,10282,10282,4070,48,272,48,48,261,11,48,4070,237,237,237,48,48,48,272,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:36:00,1,1700739360,268.01953125,5842425.333333332,5261389.6,5842425.333333332,15.483188402221355,21.867201653318872,1
10308,10306,10306,10306,4085,48,274,48,48,263,11,48,4085,238,238,238,48,48,48,274,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:38:00,0,1700739480,259.11328125,4387205.333333333,4012474.933333333,4387205.333333333,14.871359608886351,25.507527546675803,1
10294,10297,10297,10297,4080,48,270,48,48,263,7,48,4080,237,237,237,48,48,48,270,7,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:40:00,2,1700739600,266.625,4434135.2,4024003.7333333325,4434135.2,8.77169835111191,12.051883346648538,1
10273,10274,10274,10274,4063,48,274,48,48,266,8,48,4063,237,237,237,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:42:00,0,1700739720,267.35546875,4248846.4,3722427.2,4248846.4,8.898398548885273,22.27587450666761,1
10300,10299,10299,10299,4079,48,278,48,48,263,15,48,4079,237,237,237,48,48,48,278,15,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 19:44:00,0,1700739840,258.859375,4469633.569976335,4047175.015831751,4469633.569976335,15.145624637532716,13.316025854080275,1
10294,10295,10295,10295,4073,48,270,48,48,261,9,48,4073,238,238,237,48,48,48,270,9,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 19:46:00,0,1700739960,259.51171875,4484180.0,4181853.866666666,4484180.0,14.996581028891445,25.469908310017967,1
10303,10303,10303,10303,4082,48,275,48,48,263,12,48,4082,239,239,238,48,48,48,275,12,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 19:48:00,0,1700740080,257.1953125,4058547.7197774737,3587631.300176555,4058547.7197774737,17.30003661903797,22.16003302242155,1
10289,10288,10288,10288,4077,48,272,48,48,266,6,48,4077,236,236,236,48,48,48,272,6,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:50:00,0,1700740200,258.234375,4418247.733333333,4083602.4,4418247.733333333,15.627189559988134,9.214573159988504,1
10314,10315,10315,10315,4083,48,278,48,48,263,15,48,4083,240,240,238,48,48,48,278,15,27,27,3,3,2,3,3,2,2,2,2,0,2023-11-23 19:52:00,1,1700740320,268.8984375,3223210.666666666,2891387.733333333,3223210.666666666,15.282933735547381,20.123610336668207,1
10300,10298,10298,10298,4080,48,272,48,48,264,8,48,4080,236,236,236,48,48,48,272,8,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 19:54:00,5,1700740440,258.734375,4098901.866666666,3696268.533333333,4098901.866666666,14.376827188890376,32.70999354999125,1
10213,10214,10214,10214,4044,48,267,48,48,258,9,48,4044,237,237,236,48,48,48,267,9,26,26,3,3,1,3,3,3,2,2,2,0,2023-11-23 19:56:00,4,1700740560,257.734375,4268882.666666667,3798841.866666666,4268882.666666667,11.258931691101882,21.91107489998103,1
10300,10300,10300,10300,4084,48,272,48,48,266,6,48,4084,236,236,236,48,48,48,272,6,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 19:58:00,0,1700740680,266.31640625,6621795.2,6197442.133333334,6621795.2,12.975654682215664,13.695553446668782,1
10303,10302,10302,10302,4087,48,270,48,48,263,7,48,4087,238,238,238,48,48,48,270,7,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:00:00,4,1700740800,259.58984375,4271280.338632803,3919530.4469553037,4271280.338632803,10.824178259953127,21.720591607508936,1
10266,10265,10266,10266,4061,48,276,48,48,263,13,48,4061,236,236,236,48,48,48,276,13,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:02:00,0,1700740920,270.58984375,5919181.6,5204519.466666667,5919181.6,6.4343650289002765,20.65141202666079,1
10302,10302,10302,10302,4084,48,274,48,48,266,8,48,4084,238,238,238,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:04:00,0,1700741040,256.84375,5442415.733333333,4899146.133333334,5442415.733333333,11.977648995558006,22.72443406667056,1
10289,10290,10290,10290,4071,48,274,48,48,263,11,48,4071,237,237,237,48,48,48,274,11,29,29,4,3,0,3,3,3,2,2,2,0,2023-11-23 20:06:00,7,1700741160,270.28125,4827708.0583883235,4593977.4711724315,4827708.0583883235,13.95622796552133,22.307021362375547,1
10287,10287,10287,10287,4073,44,275,44,44,263,12,44,4073,237,237,237,44,44,44,275,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:08:00,9,1700741280,270.8359375,5338734.933333334,5154690.933333334,5338734.933333334,14.345282673328054,22.151514933332997,1
10289,10289,10289,10289,4072,48,269,48,48,264,5,48,4072,240,240,239,48,48,48,269,5,28,28,4,4,0,4,4,3,2,2,2,1,2023-11-23 20:10:00,2,1700741400,261.47265625,4272445.6,3856421.6,4272445.6,12.956877437779136,22.27285234999727,1
10318,10318,10318,10318,4090,48,276,48,48,265,11,48,4090,238,238,236,48,48,48,276,11,30,30,6,6,2,6,6,5,2,2,2,0,2023-11-23 20:12:00,3,1700741520,256.90234375,4070037.866666666,3443733.066666667,4070037.866666666,17.646143146654747,21.183365826655066,1
10323,10324,10324,10324,4088,48,329,48,48,264,65,48,4088,241,241,240,48,48,48,329,14,28,28,4,4,1,3,3,3,2,2,2,0,2023-11-23 20:14:00,52,1700741640,258.10546875,4179610.4,3708800.8,4179610.4,12.362739526660233,15.924455390001338,1
10303,10302,10302,10302,4079,48,274,48,48,264,10,48,4079,237,237,237,48,48,48,274,10,28,28,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:16:00,0,1700741760,259.19921875,4015244.533333333,3641823.2,4015244.533333333,15.28384198444352,11.505241289996777,1
10297,10295,10295,10295,4082,48,270,48,48,262,8,48,4082,240,240,237,48,48,48,270,8,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-23 20:18:00,0,1700741880,255.61328125,4499018.666666667,4120405.333333334,4499018.666666667,17.347632660013105,29.748235976658176,1
10208,10209,10209,10209,4038,48,277,48,48,263,14,48,4038,235,235,235,48,48,48,277,14,29,29,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:20:00,4,1700742000,258.23046875,4837766.666666667,4536978.133333334,4837766.666666667,20.580278126661955,19.892297303328327,1
10280,10282,10282,10282,4069,48,274,48,48,262,12,48,4069,237,237,237,48,48,48,274,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:22:00,0,1700742120,254.375,5716000.8,4958951.2,5716000.8,13.048923522227495,23.88502405000812,1
10305,10304,10304,10304,4080,48,275,48,48,263,12,48,4080,238,238,238,48,48,48,275,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:24:00,0,1700742240,258.4609375,5540891.733333333,4979682.933333334,5540891.733333333,15.63286120665402,13.154804059983384,1
10303,10303,10303,10303,4078,48,278,48,48,263,15,48,4078,237,237,237,48,48,48,278,15,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:26:00,0,1700742360,253.109375,4490610.666666667,4136713.866666666,4490610.666666667,15.567057431116051,23.534613523346106,1
10305,10305,10305,10305,4082,48,274,48,48,266,8,48,4082,238,238,237,48,48,48,274,8,30,30,6,6,0,6,6,6,2,2,2,1,2023-11-23 20:28:00,2,1700742480,256.30859375,4425072.266666667,3917682.1333333324,4425072.266666667,14.615315977781492,22.891009949986863,1
10295,10294,10294,10294,4077,48,271,48,48,261,10,48,4077,237,237,237,48,48,48,271,10,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-23 20:30:00,3,1700742600,273.44921875,5146491.466666667,4552429.066666666,5146491.466666667,12.355166137777916,13.99270939664954,1
10288,10290,10290,10290,4073,48,272,48,48,264,8,48,4073,241,241,238,48,48,48,272,8,28,28,4,4,2,4,4,3,2,2,2,1,2023-11-23 20:32:00,1,1700742720,262.765625,5246409.066666666,4795474.133333334,5246409.066666666,14.33963793333128,22.073650333331894,1
10299,10297,10297,10297,4080,48,273,48,48,263,10,48,4080,239,239,238,48,48,48,273,10,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 20:34:00,0,1700742840,264.48046875,5792266.933333334,5247238.133333334,5792266.933333334,9.772539657779918,22.52156923668129,1
10294,10295,10295,10295,4080,48,373,48,48,266,107,48,4080,236,236,236,48,48,48,373,107,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:36:00,0,1700742960,258.578125,4724101.866666666,4406599.2,4724101.866666666,8.966316646660239,31.05755096999928,1
10292,10292,10292,10292,4075,48,278,48,48,263,15,48,4075,239,239,238,48,48,48,278,15,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 20:38:00,0,1700743080,264.42578125,4562819.733333333,4179360.0,4562819.733333333,13.921486488882994,22.670941393322817,1
10315,10315,10315,10315,4084,48,276,48,48,261,15,48,4084,236,236,236,48,48,48,276,15,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:40:00,0,1700743200,252.00390625,4736273.866666666,4323607.733333333,4736273.866666666,17.70132237557037,10.425319120016258,1
10277,10277,10277,10277,4066,44,279,44,44,266,13,44,4066,238,238,238,44,44,44,279,13,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 20:42:00,0,1700743320,270.90625,4635255.466666667,4132989.333333334,4635255.466666667,14.651316233325307,22.78408578000381,1
10306,10307,10307,10307,4082,48,272,48,48,263,9,48,4082,237,237,236,48,48,48,272,9,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-23 20:44:00,0,1700743440,272.125,7218573.48434377,6524257.961359094,7218573.48434377,10.635996815456918,29.234532678206183,1
10224,10224,10224,10224,4050,48,272,48,48,261,11,48,4050,237,237,237,48,48,48,272,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:46:00,2,1700743560,269.9375,4977177.866666666,4652467.466666667,4977177.866666666,15.842959822216976,21.41548997999052,1
10304,10303,10303,10303,4081,48,272,48,48,264,8,48,4081,238,238,238,48,48,48,272,8,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 20:48:00,1,1700743680,263.7734375,4706388.8,4363383.466666667,4706388.8,14.364041791106706,21.738539583335903,1
10298,10299,10299,10299,4082,48,269,48,48,264,5,48,4082,236,236,236,48,48,48,269,5,30,30,6,6,0,6,6,5,2,2,2,0,2023-11-23 20:50:00,1,1700743800,271.3359375,6208030.4,5708482.933333334,6208030.4,12.691904277776807,18.027107860010194,1
10294,10294,10294,10294,4078,48,368,48,48,263,105,48,4078,238,238,238,48,48,48,368,105,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:52:00,0,1700743920,254.7734375,5150348.8,4719569.333333333,5150348.8,16.107789886672332,17.35219567999593,1
10321,10320,10320,10320,4096,48,274,48,48,263,11,48,4096,236,236,236,48,48,48,274,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:54:00,1,1700744040,254.015625,4961207.2,4351281.066666666,4961207.2,6.66740796000037,22.256069689998792,1
10293,10294,10294,10294,4070,48,275,48,48,263,12,48,4070,238,238,238,48,48,48,275,12,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 20:56:00,0,1700744160,257.59765625,5052541.066666666,4852176.0,5052541.066666666,15.120786660004844,26.906530646665487,1
10297,10297,10297,10297,4079,48,279,48,48,266,13,48,4079,237,237,236,48,48,48,279,13,30,30,6,6,0,6,6,6,2,2,2,1,2023-11-23 20:58:00,0,1700744280,252.6796875,4039639.7333333325,3766862.1333333324,4039639.7333333325,9.2001913199945,22.392464096677333,1
10290,10290,10290,10290,4077,48,267,48,48,261,6,48,4077,238,238,238,48,48,48,267,6,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 21:00:00,0,1700744400,259.00390625,2004496.8,1878598.666666667,2004496.8,18.32037630888711,23.298266230000692,1
10263,10262,10262,10262,4064,48,370,48,48,263,107,48,4064,236,236,236,48,48,48,370,107,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 21:02:00,0,1700744520,257.3984375,4258837.987337554,3692958.347217594,4258837.987337554,11.403267142073064,10.613131096298128,1
10286,10287,10287,10287,4068,48,277,48,48,263,14,48,4068,239,239,239,48,48,48,277,14,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 21:04:00,0,1700744640,261.015625,5686193.952728605,5167354.8688202165,5686193.952728605,13.095269738091329,21.29450140013103,1
10312,10312,10312,10312,4090,48,270,48,48,265,5,48,4090,237,237,237,48,48,48,270,5,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-23 21:06:00,0,1700744760,259.125,4831715.466666667,4213579.466666667,4831715.466666667,10.36834872888802,29.2763687333354,1
10296,10296,10296,10296,4073,48,273,48,48,263,10,48,4073,237,237,237,48,48,48,273,10,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-23 21:08:00,1,1700744880,267.48828125,5545141.866666666,5027050.666666667,5545141.866666666,14.668531146663653,24.12749328332817,1
10210,10210,10210,10210,4045,48,268,48,48,261,7,48,4045,235,235,235,48,48,48,268,7,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-23 21:10:00,1,1700745000,260.921875,5791476.0,5243161.866666666,5791476.0,15.099076788901586,21.252957999992454,1
10320,10320,10320,10320,4082,48,283,48,48,263,20,48,4082,240,240,238,48,48,48,283,20,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-23 21:12:00,2,1700745120,252.82421875,4573202.666666667,4073211.7333333325,4573202.666666667,15.172663535550885,30.87854609332377,1
10304,10303,10303,10303,4086,44,329,44,44,267,62,44,4086,238,238,238,44,44,44,329,11,31,31,7,7,0,6,6,6,2,2,2,0,2023-11-23 21:14:00,52,1700745240,271.09375,3877121.866666666,3686441.066666667,3877121.866666666,6.261843095546485,21.558888199991387,1
10290,10289,10289,10289,4069,48,273,48,48,262,11,48,4069,236,236,236,48,48,48,273,11,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 21:16:00,0,1700745360,259.01171875,2807209.6,2660128.533333333,2807209.6,15.241242015553224,20.617121249985455,1
10297,10298,10298,10298,4071,48,278,48,48,263,15,48,4071,239,239,238,48,48,48,278,15,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 21:18:00,0,1700745480,271.01953125,4564714.666666667,4174638.933333333,4564714.666666667,13.950234997771785,21.09195013334101,1
10306,10306,10306,10306,4085,48,270,48,48,260,10,48,4085,237,237,237,48,48,48,270,10,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 21:20:00,0,1700745600,258.21875,5588500.0,5042257.866666666,5588500.0,16.933759980003945,32.41007267000289,1
10292,10293,10293,10293,4077,48,274,48,48,260,14,48,4077,238,238,237,48,48,48,274,14,24,24,0,0,1,0,0,0,2,2,2,0,2023-11-23 21:22:00,0,1700745720,268.48828125,3914352.266666666,3756357.6,3914352.266666666,12.46011950444275,14.01092914333276,1
10302,10302,10302,10302,4081,48,269,48,48,258,11,48,4081,237,237,237,48,48,48,269,11,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 21:24:00,0,1700745840,257.7734375,3343390.4,3119956.533333333,3343390.4,14.356894315553491,21.34197060331644,1
10310,10310,10310,10310,4079,48,275,48,48,260,15,48,4079,239,239,237,48,48,48,275,15,24,24,0,0,2,0,0,0,2,2,2,0,2023-11-23 21:26:00,0,1700745960,258.6640625,5726942.666666668,5228048.0,5726942.666666668,12.397626564440241,23.34169466332241,1
10304,10303,10303,10303,4078,48,274,48,48,260,14,48,4078,238,238,237,48,48,48,274,14,24,24,0,0,1,0,0,0,2,2,2,0,2023-11-23 21:28:00,2,1700746080,252.98828125,2481725.6,2019799.2,2481725.6,13.101300479999434,21.278692413325192,1
10304,10303,10303,10303,4079,48,269,48,48,260,9,48,4079,238,238,238,48,48,48,269,9,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 21:30:00,0,1700746200,281.73046875,5216770.4,4966894.666666667,5216770.4,14.464976308889973,22.826706113337426,1
10292,10294,10294,10294,4073,48,274,48,48,260,14,48,4073,236,236,236,48,48,48,274,14,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-23 21:32:00,0,1700746320,258.0546875,4560903.2,4032321.066666667,4560903.2,13.299931962214437,23.981191880011462,1
10221,10220,10220,10220,4052,48,267,48,48,261,6,48,4052,237,237,236,48,48,48,267,6,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-23 21:34:00,0,1700746440,256.14453125,3570648.8,3375004.266666666,3570648.8,7.0094450288969625,25.01217855332167,1
10312,10313,10313,10313,4089,48,271,48,48,261,10,48,4089,236,236,236,48,48,48,271,10,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-23 21:36:00,0,1700746560,269.67578125,5036190.4,4779479.733333333,5036190.4,12.39904892000292,25.90745817001637,1
10289,10288,10288,10288,4070,48,272,48,48,265,7,48,4070,238,238,238,48,48,48,272,7,29,29,4,3,0,3,3,3,2,2,2,0,2023-11-23 21:38:00,3,1700746680,256.77734375,4880267.733333333,4561476.8,4880267.733333333,14.15268799776742,25.9714638566705,1
